Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B15003001,ACS18_5yr_B15003002,ACS18_5yr_B15003003,ACS18_5yr_B15003004,ACS18_5yr_B15003005,ACS18_5yr_B15003006,ACS18_5yr_B15003007,ACS18_5yr_B15003008,ACS18_5yr_B15003009,ACS18_5yr_B15003010,ACS18_5yr_B15003011,ACS18_5yr_B15003012,ACS18_5yr_B15003013,ACS18_5yr_B15003014,ACS18_5yr_B15003015,ACS18_5yr_B15003016,ACS18_5yr_B15003017,ACS18_5yr_B15003018,ACS18_5yr_B15003019,ACS18_5yr_B15003020,ACS18_5yr_B15003021,ACS18_5yr_B15003022,ACS18_5yr_B15003023,ACS18_5yr_B15003024,ACS18_5yr_B15003025,ACS18_5yr_B15003001s,ACS18_5yr_B15003002s,ACS18_5yr_B15003003s,ACS18_5yr_B15003004s,ACS18_5yr_B15003005s,ACS18_5yr_B15003006s,ACS18_5yr_B15003007s,ACS18_5yr_B15003008s,ACS18_5yr_B15003009s,ACS18_5yr_B15003010s,ACS18_5yr_B15003011s,ACS18_5yr_B15003012s,ACS18_5yr_B15003013s,ACS18_5yr_B15003014s,ACS18_5yr_B15003015s,ACS18_5yr_B15003016s,ACS18_5yr_B15003017s,ACS18_5yr_B15003018s,ACS18_5yr_B15003019s,ACS18_5yr_B15003020s,ACS18_5yr_B15003021s,ACS18_5yr_B15003022s,ACS18_5yr_B15003023s,ACS18_5yr_B15003024s,ACS18_5yr_B15003025s
"17013","05000US17013","Calhoun County","Calhoun County, Illinois","il","050","00","ACSSF","0000019",,,,,"17","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499,27,0,0,3,0,0,3,0,0,0,107,64,34,61,29,1382,145,194,603,370,266,179,17,15,3.636364,9.69697,6.666667,6.666667,3.636364,6.666667,6.666667,3.030303,6.666667,6.666667,6.666667,18.78788,26.06061,15.15152,21.81818,9.69697,64.24242,30.90909,35.75758,80,53.33333,44.84848,36.9697,11.51515,10.30303
"17015","05000US17015","Carroll County","Carroll County, Illinois","il","050","00","ACSSF","0000020",,,,,"17","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10672,109,0,0,0,0,0,0,2,0,0,79,250,153,210,110,3824,608,944,1431,1019,1200,578,94,61,40,30.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,1.818182,10.30303,10.30303,23.0303,62.42424,32.72727,33.93939,24.84848,144.2424,62.42424,78.78788,80,77.57576,92.12122,59.39394,30.30303,20
"17017","05000US17017","Cass County","Cass County, Illinois","il","050","00","ACSSF","0000021",,,,,"17","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8617,100,4,0,0,0,11,1,17,39,50,221,272,218,186,260,3274,448,713,1011,530,888,321,38,15,53.93939,33.33333,5.454545,10.30303,10.30303,10.30303,9.090909,2.424242,13.93939,20,36.9697,38.18182,58.18182,42.42424,41.81818,47.87879,118.7879,56.9697,66.06061,86.66666,50.90909,64.24242,43.0303,12.12121,7.878788
"17019","05000US17019","Champaign County","Champaign County, Illinois","il","050","00","ACSSF","0000022",,,,,"17","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121237,644,51,0,0,1,45,51,61,247,111,496,552,1155,1524,989,22916,3391,8182,16916,10054,26481,17282,3519,6569,36.36364,126.6667,28.48485,15.75758,15.75758,1.818182,42.42424,36.9697,38.18182,78.18182,53.33333,99.39394,101.2121,157.5758,177.5758,128.4848,663.0303,248.4848,363.0303,658.1818,353.9394,603.0303,455.1515,253.9394,292.7273
"17021","05000US17021","Christian County","Christian County, Illinois","il","050","00","ACSSF","0000023",,,,,"17","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23786,203,0,4,0,5,11,3,15,33,17,364,390,531,764,316,8422,1553,1940,3054,2222,2715,925,184,115,38.18182,53.33333,13.93939,3.636364,13.93939,5.454545,12.12121,2.424242,13.33333,17.57576,7.272727,78.78788,63.0303,91.51515,98.78788,45.45454,269.0909,124.8485,120,160,171.5152,159.3939,87.27273,47.87879,42.42424
"17023","05000US17023","Clark County","Clark County, Illinois","il","050","00","ACSSF","0000024",,,,,"17","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10989,35,0,0,0,12,0,0,16,5,11,204,113,145,341,117,3673,595,961,1303,1522,1281,520,67,68,39.39394,13.33333,10.30303,10.30303,10.30303,15.15152,10.30303,10.30303,15.15152,6.060606,4.848485,47.27273,38.78788,34.54546,101.2121,35.15152,180,76.36364,104.2424,120,130.9091,126.0606,75.75758,20,31.51515
"17025","05000US17025","Clay County","Clay County, Illinois","il","050","00","ACSSF","0000025",,,,,"17","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9350,45,0,11,12,6,15,11,0,10,44,199,122,160,156,149,2721,754,992,1348,1171,1000,305,70,49,65.45454,20.60606,10.30303,11.51515,9.69697,5.454545,15.15152,13.93939,10.30303,6.666667,23.63636,54.54546,35.75758,36.9697,41.81818,46.06061,167.2727,127.8788,94.54546,123.0303,112.7273,103.6364,63.0303,30.90909,27.27273
"17027","05000US17027","Clinton County","Clinton County, Illinois","il","050","00","ACSSF","0000026",,,,,"17","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26681,127,0,0,7,0,33,59,13,197,35,704,222,554,464,278,7211,1378,2310,3761,3334,4191,1530,190,83,66.66666,33.93939,13.93939,13.93939,6.666667,13.93939,14.54545,31.51515,12.72727,53.93939,17.57576,68.48485,46.66667,81.21212,72.12122,47.27273,330.9091,131.5152,161.2121,181.2121,200.6061,228.4848,123.6364,43.63636,24.24242
"17029","05000US17029","Coles County","Coles County, Illinois","il","050","00","ACSSF","0000027",,,,,"17","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33003,285,0,30,0,0,13,0,17,105,113,530,164,734,763,386,8164,1752,2929,4892,3685,4851,2585,361,644,72.12122,88.48485,15.75758,24.84848,15.75758,15.75758,10.90909,15.75758,12.12121,63.0303,55.15152,130.9091,48.48485,118.7879,123.6364,84.24242,318.7879,192.1212,181.2121,230.303,224.8485,281.8182,175.1515,69.69697,97.57576
"17031","05000US17031","Cook County","Cook County, Illinois","il","050","00","ACSSF","0000028",,,,,"17","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587029,61337,708,630,2468,5864,11617,9622,12290,70591,12826,53949,42173,54200,65589,73562,738468,99101,176070,499431,234559,811185,390991,106016,53782,58.78788,1227.273,105.4545,110.9091,233.9394,386.6667,433.3333,423.0303,506.6667,1194.545,510.9091,1056.364,1060.606,1067.879,1170.303,1270.303,4409.697,1273.939,1901.212,3345.455,2209.091,4215.758,2983.03,1516.364,1020
"17033","05000US17033","Crawford County","Crawford County, Illinois","il","050","00","ACSSF","0000029",,,,,"17","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13801,53,0,0,2,0,11,0,0,59,12,274,238,356,557,245,3450,682,1140,2017,2420,1551,551,95,88,4.242424,19.39394,10.30303,10.30303,1.818182,10.30303,9.090909,10.30303,10.30303,16.9697,13.33333,56.9697,46.66667,69.09091,113.3333,56.36364,169.697,80.60606,106.0606,122.4242,158.7879,126.0606,78.78788,32.12121,32.72727
"17035","05000US17035","Cumberland County","Cumberland County, Illinois","il","050","00","ACSSF","0000030",,,,,"17","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7622,88,0,5,0,0,0,5,0,18,3,146,99,197,124,104,2632,421,701,875,1003,858,293,21,29,27.87879,29.09091,10.30303,6.060606,10.30303,10.30303,10.30303,6.060606,10.30303,10.30303,3.030303,35.75758,25.45455,44.24242,29.09091,30.30303,140.6061,55.75758,81.81818,69.69697,90.90909,92.12122,45.45454,10.30303,15.15152
"17037","05000US17037","DeKalb County","DeKalb County, Illinois","il","050","00","ACSSF","0000031",,,,,"17","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61363,483,0,10,37,0,63,47,35,396,139,618,564,447,990,843,12874,2752,5404,9528,6879,12014,5666,575,999,116.9697,111.5152,15.75758,8.484848,32.12121,15.75758,39.39394,24.84848,21.81818,90.90909,48.48485,109.0909,88.48485,67.27273,146.0606,98.78788,444.8485,216.3636,309.0909,344.8485,279.394,416.3636,265.4546,94.54546,136.9697
"17039","05000US17039","De Witt County","De Witt County, Illinois","il","050","00","ACSSF","0000032",,,,,"17","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11404,41,1,0,0,5,44,0,19,6,1,189,121,149,312,131,3570,640,1005,1698,1042,1858,495,48,29,21.81818,19.39394,2.424242,10.30303,10.30303,4.242424,27.87879,10.30303,15.15152,3.030303,1.818182,49.69697,42.42424,29.69697,71.51515,41.21212,152.7273,75.75758,109.0909,113.9394,81.21212,132.1212,75.75758,16.9697,14.54545
"17041","05000US17041","Douglas County","Douglas County, Illinois","il","050","00","ACSSF","0000033",,,,,"17","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13135,97,0,0,0,0,16,0,22,39,8,1274,162,364,197,142,3710,579,1112,1805,1118,1831,531,86,42,29.09091,29.09091,10.30303,10.30303,10.30303,10.30303,11.51515,10.30303,13.93939,23.63636,5.454545,129.0909,49.69697,63.0303,43.63636,42.42424,161.8182,70.90909,83.63636,107.8788,101.2121,115.1515,52.72727,25.45455,16.36364
"17043","05000US17043","DuPage County","DuPage County, Illinois","il","050","00","ACSSF","0000034",,,,,"17","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634898,7972,97,46,87,273,797,572,1683,5612,1404,5209,3256,5734,5010,9244,104101,12172,36927,78216,46924,186489,91506,19955,11612,36.9697,416.3636,42.42424,29.09091,38.78788,73.93939,134.5455,101.8182,201.2121,441.8182,170.9091,337.5757,283.0303,329.0909,287.8788,387.8788,1406.061,410.303,661.2121,853.3333,876.3636,1258.182,1037.576,461.8182,434.5454
"17045","05000US17045","Edgar County","Edgar County, Illinois","il","050","00","ACSSF","0000035",,,,,"17","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12645,242,0,12,0,0,2,4,8,29,11,286,114,271,170,213,3702,1145,1073,1641,1604,1455,563,64,36,23.0303,55.15152,10.30303,10.30303,10.30303,10.30303,3.030303,3.636364,7.878788,19.39394,7.272727,67.27273,30.30303,54.54546,36.36364,49.69697,193.9394,98.18182,103.0303,143.0303,139.3939,112.1212,72.72727,19.39394,12.72727
"17047","05000US17047","Edwards County","Edwards County, Illinois","il","050","00","ACSSF","0000036",,,,,"17","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538,30,0,0,0,0,0,0,9,9,0,83,36,91,63,63,1387,204,437,604,889,453,144,30,6,22.42424,15.75758,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,7.878788,4.848485,9.090909,21.81818,13.93939,18.78788,15.75758,18.18182,70.90909,33.93939,41.81818,55.75758,59.39394,46.06061,28.48485,9.69697,5.454545
"17049","05000US17049","Effingham County","Effingham County, Illinois","il","050","00","ACSSF","0000037",,,,,"17","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23277,117,2,8,25,0,13,3,7,26,11,502,171,333,278,222,7336,1137,1871,2834,3151,3670,1196,254,110,39.39394,30.30303,3.030303,7.272727,23.0303,13.93939,9.69697,3.030303,6.666667,12.72727,7.272727,76.36364,38.18182,63.0303,43.63636,42.42424,222.4242,95.15151,135.7576,183.6364,172.7273,189.697,134.5455,61.21212,32.72727
"17051","05000US17051","Fayette County","Fayette County, Illinois","il","050","00","ACSSF","0000038",,,,,"17","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15341,172,0,0,0,0,17,0,0,133,22,420,343,641,656,202,4950,1148,1079,2292,1473,1281,443,49,20,69.09091,47.87879,12.12121,12.12121,12.12121,12.12121,12.12121,12.12121,12.12121,59.39394,9.69697,71.51515,74.54546,84.84849,65.45454,38.78788,210.303,110.9091,98.18182,160,105.4545,113.3333,66.66666,16.36364,11.51515
"17053","05000US17053","Ford County","Ford County, Illinois","il","050","00","ACSSF","0000039",,,,,"17","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9338,74,0,0,0,2,8,0,0,15,55,122,80,198,219,161,2862,501,702,1500,957,1362,470,29,21,28.48485,26.66667,10.30303,10.30303,10.30303,1.818182,6.666667,10.30303,10.30303,13.33333,22.42424,39.39394,29.69697,36.36364,37.57576,31.51515,137.5758,59.39394,70.90909,126.0606,80,106.0606,61.81818,11.51515,9.090909
"17055","05000US17055","Franklin County","Franklin County, Illinois","il","050","00","ACSSF","0000040",,,,,"17","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27595,197,0,8,0,0,11,17,3,48,63,544,395,741,768,596,7556,1466,3040,4765,2984,2868,1193,198,134,30.30303,38.78788,13.93939,6.666667,13.93939,13.93939,10.30303,10.30303,2.424242,16.9697,20.60606,86.06061,67.87878,93.33334,106.6667,87.27273,247.8788,96.36364,172.1212,220,137.5758,160,90.90909,60,36.9697
"17057","05000US17057","Fulton County","Fulton County, Illinois","il","050","00","ACSSF","0000041",,,,,"17","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25588,163,0,13,0,3,18,11,15,54,53,570,388,643,745,380,7338,1506,2600,3847,2731,3066,1154,202,88,62.42424,46.06061,13.93939,7.272727,13.93939,3.030303,13.93939,8.484848,12.12121,21.21212,20,81.81818,67.87878,85.45454,93.93939,50.90909,225.4545,127.2727,137.5758,161.8182,155.7576,158.7879,106.0606,42.42424,24.24242
"17059","05000US17059","Gallatin County","Gallatin County, Illinois","il","050","00","ACSSF","0000042",,,,,"17","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3748,23,0,0,0,0,0,1,7,5,23,90,63,92,115,32,1302,223,408,629,363,279,64,4,25,12.12121,7.878788,9.090909,9.090909,9.090909,9.090909,9.090909,2.424242,6.666667,3.636364,10.30303,22.42424,20.60606,23.0303,26.66667,12.12121,70.90909,38.18182,50.90909,73.93939,54.54546,51.51515,20,3.030303,15.75758
"17061","05000US17061","Greene County","Greene County, Illinois","il","050","00","ACSSF","0000043",,,,,"17","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9399,62,0,0,0,1,0,17,0,40,16,202,169,259,214,159,3515,655,717,1392,812,824,269,62,14,44.84848,21.21212,10.30303,10.30303,10.30303,1.818182,10.30303,10.90909,10.30303,20.60606,7.272727,46.66667,50.90909,34.54546,43.0303,32.72727,137.5758,87.27273,61.21212,121.2121,78.18182,76.36364,47.27273,24.84848,7.878788
"17063","05000US17063","Grundy County","Grundy County, Illinois","il","050","00","ACSSF","0000044",,,,,"17","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33555,240,0,27,2,4,9,2,44,233,5,292,231,403,397,431,9705,1380,2792,6301,3149,5177,2343,250,138,69.09091,49.09091,15.75758,21.81818,1.818182,4.242424,7.878788,1.818182,31.51515,70.90909,3.030303,61.21212,56.36364,78.18182,76.9697,75.75758,365.4546,149.697,165.4545,320,201.8182,249.0909,195.7576,68.48485,39.39394
"17065","05000US17065","Hamilton County","Hamilton County, Illinois","il","050","00","ACSSF","0000045",,,,,"17","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5838,46,0,0,0,0,11,7,16,10,0,239,64,53,132,92,1692,281,525,949,650,595,407,22,47,49.09091,19.39394,9.090909,9.090909,9.090909,9.090909,8.484848,5.454545,10.30303,8.484848,9.090909,71.51515,33.33333,21.21212,44.84848,40.60606,149.0909,64.24242,77.57576,116.3636,89.69697,89.69697,66.06061,12.72727,29.69697
"17067","05000US17067","Hancock County","Hancock County, Illinois","il","050","00","ACSSF","0000046",,,,,"17","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13040,76,0,0,16,0,0,0,0,19,21,122,97,203,215,124,4421,542,964,1768,1679,1929,624,83,137,48.48485,25.45455,10.30303,10.30303,12.72727,10.30303,10.30303,10.30303,10.30303,18.18182,13.93939,29.69697,32.72727,44.84848,45.45454,21.21212,155.7576,60,91.51515,102.4242,124.2424,140.6061,72.12122,19.39394,32.12121
"17069","05000US17069","Hardin County","Hardin County, Illinois","il","050","00","ACSSF","0000047",,,,,"17","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2982,62,0,0,0,5,55,0,0,0,4,85,68,109,122,55,901,79,302,416,385,266,45,19,4,62.42424,37.57576,6.666667,6.666667,6.666667,5.454545,46.06061,6.666667,6.666667,6.666667,3.636364,23.0303,32.12121,43.63636,46.06061,16.36364,76.9697,29.09091,57.57576,45.45454,56.9697,56.36364,12.72727,11.51515,3.030303
"17071","05000US17071","Henderson County","Henderson County, Illinois","il","050","00","ACSSF","0000048",,,,,"17","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5127,10,0,0,0,0,0,0,3,11,23,93,52,141,86,89,1944,287,437,670,491,592,128,6,64,21.81818,4.848485,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,2.424242,7.272727,10.90909,21.81818,20,34.54546,21.21212,27.27273,96.36364,36.9697,51.51515,75.75758,49.09091,83.0303,29.69697,4.848485,36.9697
"17073","05000US17073","Henry County","Henry County, Illinois","il","050","00","ACSSF","0000049",,,,,"17","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34631,109,0,11,17,0,5,20,21,26,31,465,440,776,881,595,10242,1480,2796,4869,4005,5218,2079,431,114,84.84849,32.12121,13.93939,10.30303,10.30303,13.93939,4.848485,13.93939,13.93939,18.18182,20,87.87878,89.69697,124.2424,144.2424,108.4848,360.606,138.1818,169.0909,208.4848,211.5152,261.2121,161.2121,77.57576,24.24242
"17075","05000US17075","Iroquois County","Iroquois County, Illinois","il","050","00","ACSSF","0000050",,,,,"17","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19917,123,0,0,0,19,63,68,54,128,20,200,233,404,432,413,6927,1025,1720,2909,2107,2059,799,133,81,30.30303,26.66667,12.12121,12.12121,12.12121,11.51515,21.21212,20,19.39394,33.93939,9.090909,31.51515,50.30303,57.57576,66.06061,63.0303,178.7879,96.36364,109.0909,131.5152,129.697,116.9697,77.57576,26.06061,16.9697
"17077","05000US17077","Jackson County","Jackson County, Illinois","il","050","00","ACSSF","0000051",,,,,"17","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35318,249,0,0,0,54,60,10,4,87,74,645,254,544,466,316,6569,1784,2334,6012,3129,5961,4414,729,1623,110.9091,70.30303,15.75758,15.75758,15.75758,38.18182,29.09091,10.90909,3.636364,52.72727,35.75758,101.8182,70.30303,84.24242,80.60606,51.51515,283.6364,197.5758,175.7576,292.7273,240.6061,287.2727,264.8485,108.4848,147.8788
"17079","05000US17079","Jasper County","Jasper County, Illinois","il","050","00","ACSSF","0000052",,,,,"17","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6709,11,0,0,0,0,4,0,0,4,13,281,82,131,94,96,2297,402,451,715,957,800,294,57,20,15.15152,9.69697,9.090909,9.090909,9.090909,9.090909,4.848485,9.090909,9.090909,4.242424,9.090909,66.66666,40,41.21212,24.24242,31.51515,163.0303,69.09091,67.27273,72.12122,106.0606,95.15151,54.54546,24.84848,13.33333
"17081","05000US17081","Jefferson County","Jefferson County, Illinois","il","050","00","ACSSF","0000053",,,,,"17","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26667,148,0,0,0,5,10,21,55,65,36,814,556,738,832,459,6622,1530,2626,4240,3271,2805,1320,315,199,75.15151,34.54546,13.93939,13.93939,13.93939,4.848485,12.72727,12.72727,23.63636,19.39394,13.93939,87.87878,65.45454,80.60606,89.69697,58.78788,225.4545,129.697,156.3636,200,173.9394,180,106.0606,60.60606,54.54546
"17083","05000US17083","Jersey County","Jersey County, Illinois","il","050","00","ACSSF","0000054",,,,,"17","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15259,125,0,0,0,0,0,55,0,5,52,192,217,215,278,125,5126,593,1061,2205,1889,2001,932,86,102,78.18182,44.84848,12.12121,12.12121,12.12121,12.12121,12.12121,40.60606,12.12121,3.636364,27.27273,58.18182,86.66666,57.57576,68.48485,35.75758,256.9697,83.63636,130.303,223.6364,158.1818,169.0909,125.4545,35.15152,46.06061
"17085","05000US17085","Jo Daviess County","Jo Daviess County, Illinois","il","050","00","ACSSF","0000055",,,,,"17","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16222,60,4,0,6,3,0,6,52,35,5,374,49,243,248,238,5354,658,1123,2562,1335,2558,1058,189,62,29.09091,24.24242,3.636364,12.12121,5.454545,3.030303,12.12121,3.636364,30.30303,25.45455,3.030303,66.66666,17.57576,50.90909,53.93939,48.48485,199.3939,70.90909,86.06061,166.0606,93.93939,140.6061,115.1515,50.30303,21.21212
"17087","05000US17087","Johnson County","Johnson County, Illinois","il","050","00","ACSSF","0000056",,,,,"17","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9229,84,0,1,4,0,10,25,3,21,58,238,224,226,458,287,2182,728,912,1478,764,1072,373,63,18,21.21212,23.0303,10.30303,2.424242,3.636364,10.30303,9.090909,15.15152,4.848485,10.90909,21.21212,38.78788,37.57576,35.15152,52.12121,53.93939,117.5758,67.87878,75.75758,113.3333,68.48485,94.54546,66.06061,18.18182,7.878788
"17089","05000US17089","Kane County","Kane County, Illinois","il","050","00","ACSSF","0000057",,,,,"17","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343510,6785,85,13,157,709,2178,1478,1711,9275,1669,5468,7502,4731,5358,7642,65567,11799,24100,47553,25881,72952,32332,5159,3406,41.21212,460,41.21212,14.54545,56.36364,147.2727,231.5152,193.3333,260,575.1515,212.7273,439.394,421.2121,323.0303,432.1212,390.303,1209.697,541.8182,727.2727,1019.394,713.3333,1203.636,683.6364,332.7273,236.9697
"17091","05000US17091","Kankakee County","Kankakee County, Illinois","il","050","00","ACSSF","0000058",,,,,"17","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72819,1046,5,30,4,146,139,196,150,373,97,1014,800,1406,1842,1598,21036,3424,5704,12422,6127,9536,4541,749,434,48.48485,144.8485,4.848485,28.48485,4.242424,57.57576,41.81818,50.30303,43.0303,72.72727,33.33333,111.5152,94.54546,126.0606,171.5152,139.3939,456.3636,227.8788,274.5454,431.5151,283.0303,360,258.1818,95.15151,65.45454
"17093","05000US17093","Kendall County","Kendall County, Illinois","il","050","00","ACSSF","0000059",,,,,"17","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78134,708,16,0,42,73,26,1,513,527,65,671,728,850,849,1078,16377,1902,6025,12406,7624,17321,9151,688,493,204.2424,161.8182,15.15152,15.75758,41.81818,52.72727,21.81818,1.212121,290.303,168.4848,44.24242,182.4242,207.2727,219.3939,209.0909,204.2424,807.2727,265.4546,493.9394,626.6667,521.2121,769.0909,641.2121,158.1818,115.1515
"17095","05000US17095","Knox County","Knox County, Illinois","il","050","00","ACSSF","0000060",,,,,"17","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35533,258,39,6,0,0,0,56,21,76,34,390,538,914,1166,490,10295,2555,2921,5510,3682,4247,1707,464,164,106.6667,47.27273,28.48485,5.454545,15.75758,15.75758,15.75758,32.72727,13.33333,27.87879,15.75758,74.54546,78.78788,92.72727,121.8182,64.84849,280.606,174.5455,161.2121,235.1515,156.3636,181.2121,132.1212,78.18182,35.75758
"17097","05000US17097","Lake County","Lake County, Illinois","il","050","00","ACSSF","0000061",,,,,"17","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457008,5558,90,154,75,530,1135,833,1294,6747,1457,4513,4547,4969,4539,6697,82772,13760,26575,56567,28409,120072,61329,15589,8797,75.15151,374.5454,38.78788,47.27273,30.30303,95.75758,170.9091,124.8485,181.8182,448.4849,190.303,333.3333,306.0606,335.7576,324.8485,335.1515,1053.939,532.7273,675.7576,1012.727,687.2727,1239.394,865.4545,421.8182,293.3333
"17099","05000US17099","LaSalle County","LaSalle County, Illinois","il","050","00","ACSSF","0000062",,,,,"17","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77413,559,0,0,1,32,163,69,95,503,114,924,874,1518,2189,1721,23912,3661,7368,11974,7849,9192,3543,775,377,90.30303,98.78788,15.75758,15.75758,1.818182,20,48.48485,36.36364,32.12121,76.9697,35.75758,111.5152,101.8182,138.7879,244.8485,124.8485,566.6667,204.2424,232.7273,347.8788,296.3636,337.5757,182.4242,116.9697,60.60606
"17101","05000US17101","Lawrence County","Lawrence County, Illinois","il","050","00","ACSSF","0000063",,,,,"17","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11704,136,5,0,5,5,4,7,2,20,116,298,236,354,417,188,3333,992,982,1495,1529,1119,393,39,29,85.45454,41.81818,4.848485,10.30303,6.060606,5.454545,4.848485,8.484848,2.424242,12.72727,41.21212,72.72727,38.18182,47.27273,52.12121,43.63636,153.9394,120,103.6364,120.6061,113.3333,111.5152,72.72727,14.54545,15.15152
"17103","05000US17103","Lee County","Lee County, Illinois","il","050","00","ACSSF","0000064",,,,,"17","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24967,145,0,0,9,15,18,9,59,68,42,239,381,480,774,546,7120,1412,2243,4197,2792,2596,1390,302,130,64.24242,37.57576,13.93939,13.93939,7.272727,9.090909,9.090909,7.878788,21.81818,26.66667,18.18182,43.63636,44.84848,69.09091,82.42424,82.42424,244.2424,121.2121,144.2424,197.5758,163.0303,157.5758,146.6667,80,31.51515
